Image,Memory_Bytes
2.149573957150011,334232
1.6974111647358183,334400
2.9944042986407986,334404
2.3325796128270486,334344
2.7018859587977566,334327
4.0688198759713,333272
2.824927729869085,334407
2.224738354171265,334378
3.890209715332928,334138
-1.5143392215440006,334452
1.4243533173670908,334342
2.913593879237226,334143
5.863946456266442,334293
1.1730307717287936,334449
3.3227634500124417,334371
-3.1216222730666185,334411
-3.349871166302478,334218
3.728076296517607,334355
3.504015220441655,334060
2.851303540276634,334386
3.423664130636656,334178
4.336858050886786,334352
2.7771422759229125,334072
-2.498550688259531,334431
1.6825535352930174,334466
1.6786094618830685,334383
-3.04075880135596,334186
5.476562700348596,334190
-5.474954394829569,334453
1.097580334169573,334388
0.8517355399046735,334437
-1.5785690529700354,334348
-1.2266192864076846,334409
-1.4998137338418918,334304
4.3618365567242,334127
-6.260171676785038,334437
-4.655083201732914,334438
1.3243791424111002,334353
-3.0399705695604906,333992
-3.019672644662019,334146
1.2957936989053884,334072
-0.6952676537473952,334295
-6.818530000100264,334382
-2.4513585964944893,334416
-3.208427059616773,334451
-5.431863747471216,334414
5.908527332553632,334469
-1.7072504252915373,334166
5.492834072370201,334162
3.487168484474525,334231
2.2263772015145697,334515
3.5222371375798467,334387
0.8803931229608999,334289
0.1735803756291858,334427
-1.849442425996436,334333
1.5706757435326535,334402
-3.003143656792803,334243
1.247684839094374,334357
3.5349686181334974,334297
0.1360650568167116,334018
4.128556623447015,334349
2.29026937350746,334349
4.520918339397793,334136
4.33822835530991,334304
3.110241737558507,334460
4.81988150582588,334418
3.095381696259091,334270
-2.041618870591241,334042
3.5764915605304197,334304
-0.9962885690956504,334356
4.219485679105954,334498
-3.101295082011978,334294
-2.4168911115244303,334366
-2.631720655088258,334369
1.4153206330671608,334271
0.2212421533232529,334047
7.006974737307015,334330
6.662523001915012,334314
6.909479317388602,334131
-2.987062720040912,334209
5.159592404233862,334455
6.3491418305643,334173
1.5718341385750758,334351
1.7865841834819882,334353
0.5088857184044286,334385
2.419630968702638,334449
6.229536553008984,334347
6.879091486103011,334280
3.438452585523347,334501
-6.056876327871027,334028
3.769508080174866,334203
-4.306365317850786,334342
-3.3066298021850766,334442
-1.1345295808611109,333810
-3.430719782998373,334376
-1.7586309795657415,334554
-3.6242812015175616,334229
1.7989049154907164,334304
-4.000338692116829,334522
-4.857151891448076,334405
-3.863590891388197,334469
-3.623247697018632,333912
-4.755179972955476,334339
-4.598921878137372,334243
-7.105624042682489,334384
-6.644090196837492,334356
-6.7586802591622686,334210
-6.926605192370457,334453
-7.944506233192292,334474
-4.389905001742006,334128
-6.299989624976163,334215
-5.194171574308452,334238
-5.895590096595567,334471
-6.464660310874699,334407
-5.91807897760555,334049
-7.8327046655962915,334203
-7.74387013991074,334481
-2.7024051903734625,334175
-6.794192520740542,334389
-7.709109723833406,334409
7.298236980525177,334324
1.1779594431500389,334381
-6.966874257895346,334279
4.577060975747237,334473
6.472815864394912,334311
-3.994394912256121,334496
6.11730272240494,334486
0.7249050032233768,334443
-0.8507004507217077,334338
5.859797065872023,334320
3.665014754843313,334387
-1.3270417801523935,334388
0.8271908638494949,334161
-0.2976474390166927,334429
-0.5695661315329694,334303
-0.0084463897629056,334427
1.7508300502981855,334444
-1.8233849834274949,334155
-1.019954213346575,334303
-1.7116776455680318,334248
-4.403558658022678,334222
1.7931818063459506,334256
-4.484742376378732,334416
-6.925790359509675,334288
-3.825370316743869,334173
-3.68244760899735,334313
-1.4434835091973808,334180
1.8529087199998704,334325
-7.951750359069655,334317
-6.412444832999775,333847
-4.1474105276696855,334154
-5.638886604268741,334240
-7.453762893223665,334077
-7.5918735937954755,333674
4.850050218213532,334395
7.81901499851514,334159
0.1773794755826738,334168
0.1528427365956144,334528
1.033040159098995,334416
6.025599920682083,334509
4.65336967481616,334318
6.170496823691412,334216
4.444861681124451,334230
6.511440043291042,334388
-1.7382488468299542,334518
4.019426534263369,333903
3.613899865242029,334446
-4.86363920978688,334149
1.804539655575205,334154
4.922958000165249,334433
2.715066340039252,334473
-4.4918480600738,334179
-1.2635957711472336,334112
0.8220062328943243,334412
1.4477743868827488,334032
4.483262832521717,334218
3.568890060921234,334405
7.841510414032182,334212
1.8595725171506352,334122
-1.1719002141906465,334205
-1.6516002574569502,334454
3.967351332105528,334416
1.985565073950177,334400
2.1301641131903324,334386
4.370048968456896,334171
3.1465189027898823,334495
-2.669589868105259,334145
-5.370441520153479,334549
-5.201562197433145,334494
-1.1439171775235015,334177
-0.2193996557853985,334170
-0.980677628062992,334280
