Image,Encryption_Time
3.737296095212571,0.007094860076904297
-1.5329138419070256,0.00967097282409668
-7.827473996479929,0.006776094436645508
-0.172676726603008,0.005465984344482422
0.2726273271240202,0.00868082046508789
-4.777581111337419,0.008235931396484375
1.8723923088862195,0.01051640510559082
-4.442060828895409,0.006828784942626953
-7.121438034016398,0.0073394775390625
2.9175780016222994,0.0
-2.461191339294115,0.020717144012451172
0.527832677119159,0.0037126541137695312
2.0024346906733435,0.005705833435058594
5.481802113998265,0.005088090896606445
2.025087207758185,0.01583409309387207
0.9697959500482084,0.0060617923736572266
6.250427511232381,0.0048716068267822266
-3.07893559317227,0.013969898223876953
8.106411892977924,0.010657310485839844
-1.846841995594516,0.0076296329498291016
1.2856623671570766,0.0025484561920166016
-4.714736840912414,0.0020225048065185547
-5.081096698713947,0.010078191757202148
-4.846787744464256,0.00401616096496582
-4.958190291773413,0.007994413375854492
-2.9395983299422355,0.0
-4.334557621529282,0.006044864654541016
-4.610058871873958,0.008860111236572266
-7.292069941920204,0.011013984680175781
2.1588163699225973,0.0067102909088134766
6.8726856922138,0.006610870361328125
4.503611010258034,0.005092144012451172
-1.746321663815766,0.006444692611694336
3.5777258106636296,0.01052403450012207
0.0498314663203984,0.00811624526977539
-2.5439779172312287,0.011767864227294922
-4.886129620656611,0.005103588104248047
2.617811202959002,0.007077217102050781
5.295463810107254,0.004017829895019531
3.2935026592320984,0.014332294464111328
-5.75573450259791,0.002628803253173828
-3.5143278321621185,0.006810665130615234
-7.583328777067139,0.007855415344238281
-4.926750755422159,0.004677295684814453
-3.9026297239793752,0.0
-4.908636205983658,0.004758358001708984
-2.939533367808938,0.008513212203979492
-0.94033386088614,0.007521152496337891
-3.2208175210992707,0.010866165161132812
-4.539025430427759,0.009970664978027344
-5.113926722484365,0.00889277458190918
-3.488523213732334,0.010091066360473633
-3.52334261203829,0.008350610733032227
-5.882329532931054,0.008629083633422852
-7.421572357851489,0.011734485626220703
-6.383227321757229,0.01013493537902832
-7.354157450398926,0.004515409469604492
-5.541967614156527,0.006886959075927734
-6.641676532666249,0.018160581588745117
-6.476753058307455,0.00959324836730957
-2.556417367684718,0.0070493221282958984
-3.387234213119138,0.007391691207885742
6.433109144619841,0.006711006164550781
3.165243088083889,0.0085601806640625
4.710874744437408,0.005239248275756836
3.7911799817325846,0.008840799331665039
4.436073350097594,0.011188030242919922
2.9402392753427726,0.009578466415405273
-6.779959684417979,0.006647586822509766
-6.736089739117422,0.0
-5.170737663713155,0.015778541564941406
-6.1559811467108645,0.007551908493041992
2.0142285929254165,0.006934165954589844
0.2165306559156548,0.008893966674804688
4.085802938900272,0.0
2.345066878748579,0.004105806350708008
-1.6543114255661848,0.0076923370361328125
6.429246589562682,0.014290332794189453
5.265184117636492,0.010249137878417969
8.841320048840611,0.006917476654052734
3.560120411458282,0.004363536834716797
5.546342940577851,0.0347590446472168
8.363517864997405,0.012933731079101562
4.642249068549912,0.008837699890136719
3.0012941970623643,0.008444786071777344
1.9622674827244813,0.027106285095214844
2.4967888213729523,0.007506608963012695
0.1106081750613157,0.009327888488769531
6.373372915836601,0.007233858108520508
6.4493600404355576,0.008389949798583984
-0.4668027011166895,0.003156423568725586
3.105440330077773,0.012120485305786133
3.490141219343494,0.0077266693115234375
2.0522622284747705,0.008019208908081055
-0.842645883947573,0.006142616271972656
-0.2125152418850255,0.0031280517578125
-1.2710479482923782,0.011766672134399414
3.5639193367882243,0.007246732711791992
-0.9171377553131136,0.007073402404785156
0.5131007568217569,0.00867772102355957
-4.28869379752201,0.009553194046020508
-0.3109047325887255,0.006913423538208008
-4.505531269215503,0.006509065628051758
4.121337229803192,0.009151458740234375
0.4733617322352685,0.009117603302001953
6.2024199979436805,0.006145000457763672
8.428796862991799,0.008642435073852539
7.624499637062188,0.00865316390991211
6.266836650731051,0.006479024887084961
1.4618850202364726,0.006701231002807617
-0.159207619387093,0.004641294479370117
3.930238767777979,0.003726959228515625
4.188638292073303,0.007021188735961914
3.6999849551322654,0.014065027236938477
4.432940652987497,0.00647735595703125
-0.3743076020966525,0.006032466888427734
-2.225313004158483,0.007797718048095703
5.293550148314676,0.008655786514282227
-1.702612033785548,0.008518457412719727
0.3573960716711113,0.006026268005371094
4.106305104398977,0.006023883819580078
5.100099167709322,0.010845184326171875
-0.7542955118175474,0.009162187576293945
4.803782210003167,0.018584489822387695
3.053329105563833,0.013563871383666992
4.302444573451828,0.010500669479370117
5.20614134110615,0.011557340621948242
3.2594517623127004,0.01146388053894043
4.410967106632,0.010743141174316406
4.142329058688846,0.019988536834716797
5.446553264617181,0.009758472442626953
2.69927586425311,0.010863780975341797
2.496266020014108,0.0044553279876708984
1.7500000741436956,0.007838964462280273
4.713079862893004,0.009054422378540039
-0.1787126212091632,0.00693821907043457
3.3149238105549887,0.008819580078125
0.2235814130096542,0.007743358612060547
7.1237085871152885,0.01198720932006836
5.253419545251283,0.006923198699951172
1.366736478511326,0.006832599639892578
-1.4685666141759317,0.0
2.9489012556220864,0.0019197463989257812
-3.028617288501468,0.005321502685546875
4.150393898238418,0.003554821014404297
3.050847605924432,0.006567955017089844
-1.133279654367188,0.0
3.531408648207755,0.0
2.873733805960649,0.0
-4.751968768033834,0.0067899227142333984
-4.406852481343417,0.004793405532836914
-5.068826817154668,0.02110886573791504
9.637906802690043,0.010739564895629883
-5.292807994015508,0.0
-4.120466466247575,0.011820793151855469
-4.096653302168036,0.004645347595214844
-2.9248206050579797,0.007899284362792969
-3.790019549320984,0.0
0.6012632751049214,0.0
-2.8916127131309857,0.00722956657409668
0.4106213369229081,0.009941339492797852
-1.7498536654522816,0.007207393646240234
-3.119606909975737,0.009335041046142578
-3.68907934667158,0.010062932968139648
-2.2308340460960068,0.008399486541748047
2.576446091817127,0.0
-0.6831683162132691,0.008431673049926758
1.7689049327352286,0.010219335556030273
3.4094499406566783,0.004022121429443359
2.862101186990808,0.00973057746887207
-0.1324033850537596,0.012537717819213867
2.194357740114162,0.008077859878540039
3.1741186729251254,0.004732847213745117
-6.597937009660591,0.0054492950439453125
0.7949978957340029,0.0
-3.380145055438982,0.0
3.579916736261488,0.013866901397705078
2.1265614846229948,0.0
-4.41092484897101,0.0012128353118896484
-7.282929158607815,0.0
-4.815702285148262,0.0069234371185302734
-3.857175689932708,0.008760452270507812
-5.865082247012216,0.007151603698730469
-7.480568810132626,0.008195638656616211
-4.637823791455322,0.0073146820068359375
6.3436052067784185,0.012140989303588867
6.459055437667281,0.0
-0.5030253696205795,0.014724016189575195
-7.246691256453188,0.0
-4.131887019592803,0.0
-5.074333173914821,0.00953364372253418
-5.192161919931206,0.006022453308105469
2.7572085102094075,0.01109933853149414
1.4415935037162644,0.0
-2.591727478286709,0.01576852798461914
1.2730258996272603,0.011667251586914062
-4.323934181411291,0.015711545944213867
-6.602442485040811,0.014758110046386719
-4.940812637066893,0.011679410934448242
-2.5022825657906207,0.007300853729248047
1.0310059458243757,0.013432741165161133
-1.1361539342093847,0.0016398429870605469
-4.003511728743482,0.01448965072631836
4.375488362189831,0.016217470169067383
1.7653735013315863,0.0
2.054601597461911,0.008381128311157227
-4.533597920916972,0.015339851379394531
7.952903217742357,0.0
2.599037125120826,0.015798091888427734
6.370009684066872,0.006989479064941406
2.9632063713153087,0.004328250885009766
2.989927905315298,0.00610041618347168
-0.1556852031317888,0.013725757598876953
-1.1093646705252755,0.008984088897705078
4.27327561070744,0.011273860931396484
-0.4967310794283817,0.008719921112060547
6.192825557685652,0.0
2.071290585099698,0.006022930145263672
2.3533823752497387,0.016077756881713867
3.396877260033097,0.011961936950683594
-2.104076057505811,0.003370046615600586
-5.130914945807249,0.017139673233032227
-6.959411752560236,0.00553441047668457
-3.768964893291999,0.0
-5.456932105165929,0.004233121871948242
-7.343896933568848,0.008282184600830078
-5.749209406727766,0.01067209243774414
-5.841548919292048,0.011330366134643555
-6.722812360140706,0.020533084869384766
-5.876971599453569,0.009413003921508789
-6.19627245131773,0.00890493392944336
-5.466825033278679,0.0055751800537109375
-6.249632437427866,0.0
-6.27838318792943,0.0
-5.712929389468777,0.01614689826965332
-6.134738866205488,0.011896610260009766
-6.403145700293621,0.01071929931640625
-6.9561530987312885,0.004735231399536133
1.8788225830300007,0.01053762435913086
1.8660561472826127,0.0
-0.5429184013476513,0.0
2.2032499659773936,0.010466337203979492
4.414968604755865,0.00589442253112793
1.0914803989152304,0.01775646209716797
1.341031687374425,0.016942501068115234
6.120139560660753,0.014031171798706055
6.2054892726963935,0.017884016036987305
2.1424455727313827,0.0074236392974853516
4.255842014455109,0.007767677307128906
5.307361729369646,0.0
5.440073243029698,0.010010242462158203
1.3887409310442642,0.01972174644470215
1.2131314245391422,0.014146804809570312
5.926977727141246,0.011449575424194336
3.356720432701396,0.011595964431762695
5.942475212772671,0.012392997741699219
3.3091614273691405,0.013740301132202148
0.4360471919722943,0.009417057037353516
2.562973617518775,0.005921363830566406
3.2211693353334194,0.0037696361541748047
5.679083849810409,0.015822649002075195
0.5712771465241957,0.011045217514038086
0.1783908742655349,0.0091400146484375
0.6762839258969695,0.00785207748413086
1.58670109591392,0.004927396774291992
0.1140558003841274,0.005662441253662109
1.197978620418816,0.008022308349609375
2.350996193712355,0.0055277347564697266
1.333285368863164,0.002010822296142578
0.7784899520475896,0.0048580169677734375
6.823956301580793,0.008516788482666016
2.313811716475124,0.012827634811401367
2.9898956080140024,0.004866123199462891
3.0631701684639694,0.01151132583618164
2.10472315095652,0.013869285583496094
2.476571458415192,0.013004779815673828
6.240738053951539,0.01639103889465332
1.8679629359444228,0.01571798324584961
1.873200716482275,0.01354527473449707
0.0232916095381661,0.01588582992553711
5.061179292678677,0.013892889022827148
2.182375616817996,0.002202272415161133
5.346597110627698,0.01615452766418457
3.49918578604205,0.0
2.5285696012207843,0.015384912490844727
4.917876741160002,0.0
-1.7023180888409213,0.0
6.780068942218982,0.005595207214355469
-1.3220440490725496,0.002012491226196289
7.380883512603869,0.0056591033935546875
6.306496328820685,0.011410951614379883
3.286594597737306,0.006069660186767578
0.0555661834255314,0.004976511001586914
-0.8029174472814473,0.006923198699951172
-0.186550792447445,0.0092010498046875
3.1318105064743715,0.0050356388092041016
-7.095625965801313,0.009507894515991211
-6.212242634332311,0.007352590560913086
5.479135448213627,0.017742395401000977
1.288585466881873,0.009151935577392578
-5.679815265587327,0.019265174865722656
4.22972185156712,0.015012741088867188
3.0393606230249404,0.013112783432006836
1.7630155871545767,0.010021209716796875
-0.5713447654454864,0.009689092636108398
0.407765014034311,0.008078575134277344
5.218086440361191,0.013935327529907227
4.766764216324383,0.008896350860595703
-1.2791994031975182,0.009183883666992188
3.786014404805933,0.006419658660888672
0.7036953333081382,0.007202863693237305
-0.0442456492918097,0.0
4.183869642258166,0.00614476203918457
7.132241147831456,0.006158113479614258
4.400245398839125,0.0033600330352783203
-4.884140123688917,0.013581991195678711
0.9870838531896968,0.0
5.382946168059132,0.003765583038330078
4.358559611336162,0.0
0.9888475354522636,0.0
2.177593387303295,0.015752792358398438
3.31161505254434,0.0
0.8750028235354605,0.01577138900756836
5.781551091768314,0.0047838687896728516
4.620832821463264,0.0063059329986572266
-1.2687748787843578,0.0
3.885456359164511,0.01970958709716797
-3.524177342760677,0.007036685943603516
-1.2575921724634584,0.009005069732666016
3.254845912471044,0.00926661491394043
9.189554767746824,0.0020134449005126953
4.732271090641598,0.008359909057617188
4.573252126124295,0.008311271667480469
3.100160000660022,0.0020117759704589844
2.2281475661958545,0.013408899307250977
0.3612355001028788,0.010894536972045898
-7.054203790912428,0.0
6.336806666561934,0.0066454410552978516
